Date,Open,High,Low,Close,Adj Close,Volume
2022-07-03,18450.398438,18762.560547,18186.574219,18496.458984,18496.458984,15710783136
2022-07-04,18496.687500,19415.781250,18274.808594,19391.966797,19391.966797,20698784642
